text,label
와 무식하네 조사하고 바로 입건하는줄 아는 능지처참한 지능 수준 보소 ㅋ 머리가 딸리니 댓알바나 하고 살지 쯧쯧,1
저거존나맛있음,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅅㅂ년,1
ㅅㅂ 지림,1
누가봐도 북돼지가 잘못하고 있는건데 왜 세계가 쩔쩔매는지,1
쌔+610<`>.#끼,1
wㅗㅈ같네 저거,1
ㅂ신이노,1
섹:)8스,1
그래요 그러니까 나경원 장제원 앞에서도 좀 그래봐요 선택적 박탈감 좀 그만 느끼고 ㅠㅠ너무 티나니까ㅠㅠ,1
편하게드러누워있너ㅗ,1
너느금마래,1
"아, 문죄인.. 전나도가 그렇게 좋으냐? 당하고 또 당해도 우째 그래 꼼짝도 못하고, 그짝 사람들 보면 환장허냐?",1
워메 ㅅㅂ,1
ㅅㅂ ㅈㄴ잘함,1
진짜 돈지랄인데,1
씻고온다고 새캬,1
좆나 약한거임,1
"음,,,,잘했어~~~휴대폰이 천억씩 하는것도 아니고 버리고 또사고 또버리고 또사면되는거지,,,,돈이면 판검사도 얼마든지 사는세상,,,휴대폰이 아깝것니???쓰브랄,,,,",1
뭐야 ㅅㅂ 이게 뭔광고냐,1
미이친 덜떨어진 ooo 틀틀딱딱 ~~,1
개호러였음,1
개독 개먹사에 개전도사 글고 개신도!,1
아니@장애년아,1
ㅅㅣ발이 캐릭터 모델을,1
"공매도 금액이 무려 233조원이란다, 이게 정상적인 시장이냐,?무제한 공매도로 개미들 피빨아 가는거지, 홍남기 손승범 이 ooo은 이게 공매도 순기능이란다. 주식시장에서 나라 팔아 먹는 역적 같은 놈들~",1
좌파 연놈들은 유영철이 대선후보로 나와도 밀어줄것 같네,1
너거들이병신인거지,1
잼킹가카께서,1
칭챙총이 뭐에요?,1
너 거울 좀 봐라. ㅅ. ㅂ.ㅅ.ㅋ,1
슈`<+<=^_%?발,1
입닥쳐,1
말투 보니까 지가더 틀딱이구만 ㅋㅋ 친중 ooo,1
그러니까 왜 감사도 거부하고 재정 집행 기록도 없냐구. 결국 다단계잖아. 인터뷰 딴 내용은 모두 다단계 만든 놈들의 논리인거고.,1
등신임?,1
ㅅㄲ들 담부터는 토렌트로 올려라 좋은건 같이 보자,1
사기꾼 이재명아 나의 살던 고향은 의왕 교도소 콧노래 부르날이 몇인 안남았다,1
아무거나 줘도 뒤질듯 ㄷㄷ,1
개좆수 ㅋㅋ,1
개a rk세a rk끼,1
유클병신 치려고했는데,1
어휴 전세계 혐한 2위국가 대만을 국뽕 유튜버들이 친구의 나라로 만들어났어 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 야 국뽕들아 해외반응 검색하지말고 korea로 검색해봐라 뭐 한국관련 유튭 나오긴하냐? 죄다 김정은과 미사일 이야기만 나온다 정신차려,1
11884 ㅇㅈㄹㅋㅋㅋㅋㅋㅋ,1
안돕냐고 ㅈ같네,1
그럴줄 알았다. 짱꼴라들...어쩜 예상을 빗나가지 않을까?,1
that guy will he fucker,1
벼엉신 민재씨바라^^ 이계정으로 280박고 후복해주기싫어서 벤떄리는 마미 다이한 운영자님^^0 머리가나쁘면 현명하기라고해라 ㅋㅋ 아이디존1나많다 걱정마라,1
통방에 닉 ㅅㅂ,1
금붕어새꺄,1
컴에서 ㅈ같은소리나는데,1
노운지닥쳐,1
조까쇼,1
댓글에 다 '세 세구 라이드' ㅇㅈㄹ 중임,1
ㅅㅂ 그렇게 말 하니까 더 그렇게 보인다 시밬ㅋㅋㅋㅋㅋ,1
fucking what happen,1
빨리 열어 ㅗ,1
만들어줬잖아ㅅㅂ,1
뭔개소리세요,1
개 쉬이끼 문죄인 사기꾼 늠 화력 석탄발전소 어쩔거냐,1
언주야 니 얼굴만큼의 ㄱ ㅐ소릴 하는구나 ㅋ,1
어떤년놈들이 결별설 불화설 댓글 싸질러서 걱정했는데 좋은소식이라 다행이네요...뇌피셜로 댓글다는애들좀 없어졌으면...소오름,1
<@1086682228731412762> 느금마 어제 나한테 가랑이 벌리면서 뛰어 왔는데 어떻게 생각하냐,1
노브라는 좋은데 굳이 흰티셔츠를...그냥 저건 씹관종임,1
그거 2개 있으면 산데비스탄인데 ㅅㅂ,1
ㅅㅂ 콩나물,1
챗gpt ㅅㅂㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
여자가 문제네 냄새난다,1
근데 키위 돈존나만잔아,1
랄지들을 해서,1
대구 경북 애들은 어쩌다가 매국노 심보가 되었나.. 어휴...,1
메좆이랑은 비교도안되노,1
그럼 지가 했어도 했다고 하겠냐? 지 사진은 맞다냐? 멀 확인한건지. 어째 대응이 항상 그놈 입만 빌려서리... 쯧쯧,1
팀 1등해서 겁나 캐리해도 지들이 똥싸서 져놓고선 레이나ㅊㅇ ㅇㅈㄹ,1
우리 이니는 오늘도 지지율 오십이 넘네.. 이니는 계속 하고싶은거 다하게 생겼어..국내경제는 관심도 없고 꿈에도 그리던 북한에 마음껏 퍼줄수도 있고 말이야..염병,1
<@1015530225527967784> ㅗ,1
"재앙이말의 90%가 거짖말이고, 게다가 비겁하기까지 합니다",1
425 ㅅㅂㅋㅋㅋ,1
솔직히 내가 똥같은 놈들이랑 비교되는게 모르겠음,1
지성 특징:개못생김,1
동규야!!죄명이가 그리시키드나?..조용히.책임지고있음 내가 대통령되서꺼내줄께ㅋㅋ요래~~ 사람쉽게믿지마라,1
빈부격차를봐라 등신 jot정부야 ㅋㅋㅋ 누가미쳤다고 흙수저대물림하냐.. 공산주의면몰라도,1
철수안했는데 ㅂㅅ,1
tts다시해봐 ㅆㅂ,1
<> 좆목계?,1
존라 바다건너 오는데도 41% 도대체 짱게국내 자체오염도는 얼마라는 거냐,1
개 ㄱㅇ ㅈㅇ ㅁㅈㄹ가,1
fucking lag spike,1
저 우럭같이 생긴 남자랑 사귄다고?,1
손선모는 ㅈ같은데,1
돈도 ㅄ됫노,1
저런개 아직살아있네?참.기억없음.부모도몰라 가족도기억없음.그게 이나라범죄자들임,1
대단하다 일반국민들도 거부하면 빠지는것이 맛는거냐? 주둥이만 살아있는 니애비힘있네ㅋㅋ,1
씹련아 살 좀 빼,1
즂병신이네,1
ㄴㄱ ㅇㅁ ㄱ ㄹㄱ + ㄱㅎㅉ ㅈㄴ ㅂㅅ ㅅㄲㅇ,1
아 xx피고 싶어지네 ㅆ,1
미유키 ㅅㅂ,1
씨ㅃ썌꺄,1
ㅈ조재ㅗㅑ좾보ㅑㅐ조ㅑㅗㅑㅐㅑㅐㅗㄷ보ㅑㅐㅂ혀ㅑㅈㅂ,1
ㅆㅂ 모기도 아니고,1
화낼일 아닙니다 중국은 5천년동안 단 한번도 독창적인 생각이나 창의적발상 을 해본적이 없습니다. 이나라는 주변에서 배끼고 남의나라꺼 훔쳐가고 그러다 크게 한번 당한적있어요 그건 아편인데요 이자들이 아편도 자기들 꺼라 지금처럼 우기면서 전국민이 즐기다 결국 영국 식민지 된겁니다. 이런 인간들이 중국떼놈 이라고 하는 겁니다 문재인이 좋아빠는 그들입니다,1
혁시방 밴먹는다니까,1
개%=5보지,1
아 시이바 아 아 나 진짜  안볼꺼다 나 자러갈거다,1
재명이 얼굴이 ~10~쭈~구~리 ~ 되버렸구나. 죄지어 놓으니 초조한가보네.,1
꼬>4.추,1
이해 좆도 안되네,1
아시안컵 이기면 좆되고,1
단무지가 카피바라 내쫒으려고,1
쉬ㅏ바,1
개구리 ㅅㅂ,1
아 ㅅㅂ꺼 다 들어와봐,1
그니깐 익레도 장애인좆사기인데 사람마다 실력 차이나잖아,1
일단 ㅈ같은 야생과 건축은,1
줫같네 ㅋㅋㅋ,1
아니 유튜버 ㅂㅅ순위,1
ㅇㅈㄹ ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
깜둥이싫어,1
39면 여기 댓글다는년들 5살때몸무게아닌가? 심하게마르긴했네,1
그거 ㅅㅂ 개 복잡해,1
ㅇㅈㄹ하는게 너무 심함 ㅋㅋㅋㅋ,1
와거새꺄,1
아이새키 ㅋㅋ,1
친일매국 국짐종자들. 그런식으로 국민의 분노를 일으켜봐라. 제2의 촛불에 흔적도 없이 불타없어지리라.,1
5호전차 ㅇㅈㄹ,1
이중인격자?? 조현병 환자?? 뭐냐 도대체 넌 ㅋ,1
씨>7\2\)ㅂ,1
트럼프가 생각나네요,1
씨|&(벌,1
좃댔네,1
야 한번 ㅅㅂ,1
묵은지냄새 ㅅㅂ,1
아주 몇주째 전개상황이 답답하냐. 성추행한 시키들은 멀쩡하고. 짜증나서 딴거봤다.,1
혹시 자지없찐이 있는거 아니지?,1
음지아니라고병신새끼얒ㅉㅉ,1
다 m약 유통하는 ㅅㄲ들이였을껄,1
양현석으로 언플한거지..뭘해주긴 베댓들왜ㅈㄹ?,1
대겟냐 ㅅㅂ,1
명불허전이네 ㅉㅉ,1
야근줫나한다아님?,1
3년이상 선고 봅니다. 아니면 대한민국 ㅈ ㄲ 라 그래라~~~,1
뭐.. 메스컴에 너무 현혹되지 말라.. 맨날 한국이 깨끗하면 일본 중국 이길 수 있다 떠들지.. 현실 말해줄까?? 공학도는 짱깨 일본에게 밀려.. 응용분야가 앞서는거지 원천이나 원조는 발려.. 걍 한국은 돈 되는 간이사업이나 위탁업이 마지노선,1
어케잡게 ㅆㅂ,1
새}[7끼,1
빙신이고요,1
x커x엽,1
g랄맨 3.0,1
달팽이 그ㅅㄲ,1
어똑해 여자 밝히다 인생 ㅈ되써!,1
안녕하세요 느금마장에 대해 궁금하신가요? 느금마장은 중세 시대에 사용되었던 장비로 말의 머리에 쓰이는 장식품입니다. 이 장식품은 말의 머리 위에 놓여 말의 미모를 더욱 돋보이게 하였으며 전투나 행진 시에는 전사의 위엄을 더해주었습니다. 느금마장은 화려한 장식뿐만 아니라 보호 기능도 가지고 있었으며 말의 머리를 보호하여 상처를 예방하였습니다.  그러나 저는 느금마장에 대한 의견을 드리자면 이는 오래된 중세 장비이기 때  *mee6 is not responsible for the accuracy of the ai-responses provided whether related to mee6 or not this message will not be displayed with your own custom bot*,1
좆장애에요!!!아직.,1
햄보관 ㅅㅂ,1
개보지년ㄴㅇ타,1
전세계한테 공격 당하는 마멜 ㅗ,1
얼굴 모자이크하라고 ㅂㅅ아,1
tlqkf 치고 워메 하시길래 반성의 여지가 안보이던데,1
개슬람들 한번 건드리면 좆된다. 심지어 트페미들도 개슬람은 안건듬.,1
니애미옄ㅋㅋㅋㅋ,1
what do is like ㅇㅈ1ㄹ,1
저저 ㅂㅅ들,1
ㅈ망봇이네,1
ㅅㅂ그게뭔,1
어제지랄해서 벤당했단말이지,1
제발 병신 같은거로 싸우지 말아주세요 여러분.,1
썅넘,1
개년내가해냇다,1
몸무게 80키로 이하는 가입안되는 메갈 메퉤지들 이 몰려온다 쿵쾅쿵쾅,1
총주고지랄하면 개추,1
쟤 하는말에 안궁금하다고 했는데 혼자 ㅂㄷㅂㄷ하다가 병신년이라고 해서,1
하 씨x,1
니네엄마 만성창녀,1
ㄴ그러니까 모질아 몇몇 유통을 조지는 기사를 써야하는데 자영업자 징징 거리는 기사쓰니까 그러는 거잖냐. 작년 광어쌀때 싸게팔디?,1
니 놈이 제대로 관리했으면 이런일도없었겠지 이제와서 웬 쑈 ᆢ약간만 실체가 나왔는데도 니놈이 참여 안했을 리가없네,1
"뭔 개소리임 5천년 주적임. 일본은 임진년은 500년인데 이거 빼면 100년이고, 우리 조상들을 찢어태워죽인 숫자로는 중국이 압도적으로 많음",1
ㅅㅂㅅㅂㅅㅅㅂㅅㅂㅅㅂㅅㅂㅅㅂㅅㅅㅂㅅㅂㅅㅂㅅㅂㅅㅅㅂㅅㅂㅅㅂ,1
"개정은일당은 핵포기의사가 전무, 그걸알면서도 졸빨아제끼는 개만도 주사파새끼덜-다박살탄핵",1
이자슥 입만 살아서 나불대더니...좃국 많이 빨았네,1
씨/)_<불,1
개돼지엿는데,1
시4`;벌,1
<@&1195276785156358231>   **새벽 멘션 죄송합니다만 자꾸 그광에서 dm으로 저희 인원 빼갈려고 하는 것 같은데 그런 새끼 그냥 무시하면 됩니다.** **그런 놈 말 들어봤자 님들 이득 보는 거 없어요 밴 한다 ㅇㅈㄹ 해도 그냥 차단하세요~** **뒷메는 차단이 약이에요.**,1
motherfucker,1
윾입파티하노? 언제적 성님성님같은 ㅎㅌㅊ워딩쓰고있노? 요즘 왜자꾸 뒤진 똥갈 불러오기해낸 분위기고 좆팔,1
근데 니 프사 ㅈㄹ 씹떡,1
니 ㅅㅂ 광남중에서 내 디코뿌려갖고,1
토끼 개년아,1
이시발람은,1
우쭈쭈 달창들 총 출동했쪄요? 열띠미 메크로 돌리떼여~~~,1
조까라그러셈,1
어느 ㅄ이,1
조용히살고싶다는사람 그만건드려라 개ooo 기레기새ㄲ야,1
ㅅㅂㅋㅋㅋㅋㅋㅋㅋㅋㄱ,1
뒤질란다,1
"각하,,,시원하시겠나이까??? 경제나 살리세여..ㅆ ㅂ ,,경제나살려,,,제2의 쌍용만들지말고,,,,",1
꼬$2|{02)6_추,1
ㅋㅋㅋ쓰발,1
어우 싸발 싱가포르 섭,1
ㅅ발새킼ㅋㅋㅋㅋ,1
불렀잖아니네 ㅅㅂ,1
시간끄는 좆소망이,1
너거 애비는 뭔 잘못이고 모질아,1
랄지세요?,1
싸발 야모리도 너프먹었어,1
정상도 ㅇㅈㄹ,1
얼굴이 왜그럼 진짜기네,1
골때리는 기레기네 시총 28조 늘었는걸 수익이라고 착각하게 만드네 ㅋㅋ. 한심하다. 에코프로비엠은 그럼 올해만 6~7조 번거냐?? ㅋㅋㅋ 기가찬다 ㅋㅋ,1
악동이 좆됐다,1
실수로 한번 죽엿다고 왜지랄임,1
슈발 ㅋㅋ,1
ㅇㅈㄹㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
시작했느데 ㅅㅂ,1
뻑큐 맛있니 겜사야?,1
알면서 저러니 더 머저리 같은데,1
ㅅㅂ 미친 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
와 이 색히 도피하는거 봐라??ㅋㅋㅋㅋ,1
선존나넘음,1
님들 뭐함 ㅆㅂㅠㅠ,1
여권이 비정상적으로 높아지면 항상 뒤따라오는 문제가 바로 저출산이다. 지금처럼 기집년들이 목소리만 꽦꽦대며 생지1!랄을 떠니까 당연한거지. 진짜 여성부니 뭐니 처음 만든 김대중 개 새1!낀 부관참시를 해도 모자르다.,1
하하하 에어팟 꽂은거 썅,1
ㅉㅉㅉ 그죄를 다어찌 할래?? 지옥 이나가라 거짓말쟁이. 늙은ㄴ,1
바람나서 이혼하고 자식들도 버린 놈 얘기 듣고 싶지 않고 알고싶지 않다 윤여정쌤의 신의 한 수 조영남과 이혼한 거! 세상 잘하신거임,1
난 느금인데요,1
썅너머 새기가,1
근데 ㅅㅂ의 뜻이 여성의 성기를뜻하는데?,1
2. 김ㅅㅣ1발은 중졸이다,1
짝 부랄이라고 해야지;,1
잘 접었다 듣보야..연애인 최저임금 적용해라 앞으로,1
씨53벌,1
좃말벌,1
지<2{<-~)5랄,1
뇌물 탈세 사기 약쟁이 탈옥수 이죄용 꼭 다시 깜빵에 쳐넣는다.,1
개씨2발,1
악플다는쉐기들 고소미먹자~~~,1
ㅡㅡ ㅡㅡ 일주일 입은 썩은내나는 나베년 빤스 ㅡㅡ18원,1
염병싸지말고 들어온나이,1
시o f o벌,1
걍 느그 애비,1
걍뒤져라,1
좆도 못하면서,1
ㅋㅋㅋ숫가락 드는것도 큰결단이라고 할기세네ㅋㅋ횡교활이 뭐 그렇지 개꼰대,1
이해하거ㅗ,1
크팜털리면 개같겟는데,1
테란 ㅇㅈㄹ,1
"조선은 윤빠는데 그럴일 없겠지만 혹시라도 윤이 야당후보되면 찢이 대통된다. 찢죄명되는 순간 조선은 폐간, 퇴출. 방씨일가 몰락할 듯 싶다. 적당히 해라 조선아. 준표말고 찢 못이긴다",1
슈`(]~|$.발,1
자식은부모의반쪽이라던데 애비애미가그러고사는가보네 유전자는못속인다 그래서단체종목은 인성검사를꼭해야하는거다,1
슬라임이야 ㅅㅂ,1
입은 삐뚫어졌어도 말은 바로 해야지...말도 삐뚫어지게 하니 맨날 욕먹는거야...문죄인과 포옹사진 공개후 잠잠하더니 이제 이죄명하고 한번 더 해보려고?,1
가져오라 ㅅㅂ,1
ur mom is a piece of black coal nigger,1
입만 벌리면 개소리가 자동으로 나와,1
또시작이다 피디와 그나부랭이가 부추기는백종원 좀비 써프라이즈 백종원이 프랜차이즈 광고비는 내냐한시간 이면 몇십억이데이 ㅆ 브 ㄹ 뇌가앖는 좀비 빙신 눈깔들 하군오늘도 맛난 설탕 한스픈 하쥬,1
해야지 ㅄ아,1
강은우 같은 놈,1
이제1주년이야ㅗㅗ,1
느금늑므거리는데,1
말안들으면 찢을텐데 너같으면 말안듣겠냐?ㅋㅋ,1
아빠 머저리야,1
^ㅣ발 내가 안했다고,1
댓글 성비 비율 보소ㅋㅋ 오늘도 열폭녀들 열일 하시네요,1
성남은 5000씩이나 챙기다니 ㅡ 대단허이 ㅡ 개적페 청소좀하자,1
준기는 ㅅㅂ 인스타 릴스에,1
좌익 빨갱2들은 모조리 씨를 말려야 돼,1
아직 그림 못그려 ㅅㅂ....,1
쌔^()(%4.%.0끼,1
한국 김치였다면 하나키우기도 힘들다고 남자한테 징징 됐을 텐데... 박주호 부럽... 역시 결혼은... 갓양녀와 ^^,1
<> 늑엄마랑,1
자연인거 개부럽네 ㅅㅂ,1
달창 나올 시간이구나 언제까지 남탓할건데??,1
수학 엿먹어,1
개 ㆍ좃 ㆍ까 ㆍ고 ㆍ있ㆍ 네 ㆍ 방사능 많이 처묵고 와라 ㆍ 몸에 좋단다 ㆍ,1
잔류 ㅇㅈㄹ 뜨면서,1
ㅋㅋㅅㅂ 작업량 ㅈㄴ늘어나겠네,1
ㅅㅂ!!!!!!!!!!!,1
얘는 성별이 업ㅂㅅ음,1
한선교 얼굴이 왜저럼? 티비서 보고 깜짝 놀람 악마같애,1
아주 ㅈㄹ을 하네 국군의 날은 ㄴㅁ,1
좆거지 년이라 했다,1
개호로새끼노..ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
느그ㅅㄲ 하루 햄버거 세트 먹는값임,1
아 전 어제 뒈질래 참담한실패하고,1
렉 좆된다고는함 ㅋ,1
시!'2]}|7,1
자고 일어나니까 유튜브 왜케 ㅈ같이 바꼈음,1
게임플레이가이해가안감ㅅㅂ,1
훈련존나받는,1
안해슈발,1
속은 주겠지? 겉으로 태연한 척 하려다 보니 이 놈 말은 왜 니글니글하냐? 🪳만도 못한 파렴치한. 지 형 죽이고 그 얼굴에 웃음이 나오나? 천벌받는다. 너 죄명!,1
tns 니미 씨봉박아,1
ㅅ1ㅂ ㅠㅠ,1
난교섹스,1
좃밥 국가인데,1
눈존나아프네시바거,1
블러드 채우기 ㅈ같네 ㅋㅋㅋㅋㅋㅋ,1
이새키야?,1
다 좆구데기라서,1
고양이 존1나 귀엽다,1
ㅅㅂ 집이다,1
나한테 ㅈㄹ한,1
병49~%'신,1
"루저시키들 댓글 보니 좃나 많네 겁쟁이시키들 ㅋㅋㅋ 거리는,우찌 돌아댕낄꼬. 건물에서,뭐 떨어져 죽을수도, 지나가는 차들이 달려들수도, 먹던 음료수나, 음식뭉로 죽을수도 있는데 ㅋㅋㅋ 루저들은 뭐 삶이 그렇지 ㅋㅋㅋ",1
친일조선 방가 재산 2조 5천억원이나좀 캐보지,1
보보이새키 뭐하는놈이지.............,1
꼭맞아야 말듣는뇬들이있어처맞으니 정신드냐?ㅋ,1
옛날 애니에 많은 게 맞는 것 같다ㅅㅂ,1
인천행 지하철만 오노 ㅅㅂ,1
좆됐는데 이거,1
개0-]!1(}<3:보5_$'>?지,1
상화가 개같긴해,1
핮하지말라고 박 스 ㅅㅂ,1
대깨문들은 전부 초딩이야? 국힘게이트라면 국힘 집어 넣는 특검을 주장해야지? 전부 x맨들이야? 국힘게이트라면서 특검은 거품을 물어??? 그러니 냄새가 난다는거지..,1
니 엄마랑 아빠,1
운ㅡ지 시키겠습니다 그럼,1
님병신?,1
씨]$=</불,1
여윽시 성공한남자는 스시녀가 진리지 헤니 너 여자좀볼줄아내,1
나도 그래서 좇같이할거얔ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
안녕 븅딱들 ㅋ,1
하늘높은줄 모르고 깐죽되더니..반성해라 자슥아,1
맨날그지랄입니다ㅎㅎ,1
저인간도 똑같지뭐 이름알려지니까 같은놈들임,1
7월에 시험이야그리거ㅗ,1
뒤끝 길다 ㅇㅈㄹ,1
니 ㅁ 씨 ㅂ이나 빨아라. ooo아.,1
멍충한 엘지 어떻게 중국을 믿을수 있냐? ㅋㅋ,1
총 보관함 같은게 같은층에 있던데,1
ㅈ같단 뜻임,1
학래가 강간했나? 아니면 둘이 좋아서 붙어서 하다보니 임신했다. 문제는 둘이 교미하면 임신한다는것을알았을텐데? 하옇튼 떡칠때는 기분 좋았겠지?,1
좆대는데,1
해시 ㅅㅂ,1
사이비도 사이비지만 멀쩡한 기독교도 싫음 나빼고 부모님 외가 친척들 모두 기독교 믿는데 나만 보면 항상 넌 왜 안 믿냐고 뭐라 그러는데 스트레스다. 나만 왕따같고 그래도 난 절대 안 믿는다. 그거 믿을 바에 차라리 박사모 가입해서 시위하러 다니지 그리고 얼마전에 애미애비가 칭호 받을려고 각각 1000만원 500만원씩 헌금내던데 차라리 내 차나 새로 뽑아주지 생각할 수록 좃나 빡치네,1
걸그룹할 비쥬얼은 아닌거같은데...,1
저러고있음 ㅅㅂ,1
할짓없는것같다 ㅅㅂ,1
아니 오라고 ㅂㅅ,1
중공놈들 정말 싫다.! 중공으로 쓰고 읽어라.! 중공이다.!,1
ㅅㅂㅅㄲ들아블루갈구지마라고,1
아 씨팔 진짜 똥냄새가 폰액정을 뚫고나온다,1
다 배신자지 아주그냥,1
끝말잇기 좃밥,1
화공조해줘 ㅅㅂ,1
그냥 딜도하고 얼굴까지 선택할 수 있는 신체인형하고 같냐.... 생각이란 걸 하고 살아... ㅅㅅ에 여자에 미쳐서 뭐가 문제인지도 모르는 새키덜 천지네ㅋㅋ 한심~~~~,1
이제부터 누사는 플레임빌리지로 간다 ㅗ,1
디코나 들어와 개뇬아,1
야 ㅆㅂ뭐야,1
니자지두둥탁이다,1
bts부른 자체가 직권남용죄야 힘없는 엔터가 가라면 가야지 거부 못하잖아 그래서 부르면 안되 문재앙 직권남용죄 가즈아 ㄱㄱㄱㄱ,1
ㅈㄹ이야 ㅅ발,1
베르사유 나와 ㅂㅅ아,1
"``` 당 온. 사천당문의 오점중 하나입니다. 어린나이 집을 나가 방랑하다 다시 돌아온 괘씸한 놈이지만.. 의술은 뛰어나 내쫒을수 없는. 그런 이. 그렇지만 아서라, 이곳에서 경치를 안주삼아 술을 마시며 파락호처럼 지냅니다. 술은 적당히. 피아를 구분하고 몸을 가닐수 있을만큼만 마시지만, 약한 술으로 양을 때우는 그녀입니다.",1
<@945263380623679490> 권한 ㅅㅂ 풀럴,1
이재명똘마니 깡패조직들 배불려 줄려고 문어발식이네,1
160넘어 ㅗㅗ,1
"싸다구 처맞아도 히죽히죽.. 바지가랑이 사이로 기어서 왔다갔다 좋다고 히죽히죽 ㅉㅉ 못난 좌파쓰래기들! 등신중에 상등신 , 할복해라",1
ㅅㅂ 버스 탔네,1
슈퍼마켓새키,1
@spe@시미파 조직 두목@스페아빠@시미베엄마임미다 @시미파 좆집 순대장사꾼,1
썅@너매거,1
엔디자살한다는건 언제고,1
효율 54를 뽑으셈 ㅗ,1
잼민졷레이스눜ㅋㅋㅋㅋㅋㅋㅋ,1
d어ㅏ니시바,1
대법원에 있는 넘들이나 대검찰청에 있는 넘들이나 대경찰청에 있는 넘들이나 대민주당에 있는 넘들이나 대청와대에 있는 넘들이나 그넘이 그넘이고 모조리 gsgg 들이다 할할 거리며 내 똥이나 핧아묵어라 이 똥강아지 넘들아,1
이띠발,1
시1}벌,1
남자 개쓰레기,1
애들아 내꼬추나 빨아라 ㅋㅋㅋㅋ,1
카국 ㅅㅂ,1
아니 ㅅㅂ 내가 니 수면권을 방해하면서,1
이모든 문제의 원인은 한남충임,1
모욕죄 쩌네  ㅅㅂ련,1
너 가 카톡 방 와가지고 염병 떠는건,1
김치 달창들 대안이 없으니 불매운동 하잖다ㅋㅋ 완전 무.뇌.충의 극치다.,1
ㅅㅂ,1
ㅈㄹ,1
ㅂㅅ,1
ㅁㅊ,1
ㄱㅅㄲ,1
ㅄ,1
ㅂㅅㅇ,1
ㅂㅅㄴ,1
ㅅㄲ,1
ㅈㄱㅇ,1
ㅅㅂㄴㅇㄴ,1
ㅇㅂ,1
ㅂㅅㅅㄲ,1
ㅈㄹㄱㅈ,1
ㅅㅂㄹㅇ,1
ㅄㄴ,1
ㅈㅂ,1
ㅅㅂㅅㄲ,1
ㄲㅈ,1
ㅈㄹㅈㄹ,1
ㅅㅂㅈㄹ,1
ㅂㅅㅂㅅ,1
ㅅㅂㄴㅁ,1
ㅄㅄ,1
ㅂㅅㅈㄹ,1
ㅁㅊㄴ,1
ㅅㅂㅅㅂ,1
ㅈㄹㅅㅂ,1
ㅂㅅㅂㅅㄲ,1
ㅅㅂㅈㅂ,1
ㅈㄹㄴ,1
ㅅㅂㅁㅊ,1
ㅂㅅㅅㅂ,1
ㅅㅂㅂㅅ,1
ㅈㄹㅂㅅ,1
ㅁㅊㅈㄹ,1
ㅅㅂㄹㅇㅂ,1
ㅂㅅㅂㅅㄴ,1
ㅅㅂㅈㅈ,1
ㅈㄹㅈㄹㅈ,1
ㅅㅂㅂㅂ,1
ㅂㅅㅂㅂ,1
ㅁㅊㅂㅅ,1
ㅅㅂㄴㄴ,1
ㅂㅅㅈㅂ,1
ㅈㄹㅅㅅ,1
ㅅㅂㅂㅈ,1
ㅁㅊㅈㅈ,1
ㅅㅂㅂㄹ,1
ㅂㅅㅂㅂㄴ,1
ㅈㄹㅈㅂ,1
ㅅㅂㅅㅅ,1
ㅂㅅㅈㅈ,1
ㅁㅊㅂㅂ,1
ㅅㅂㄹㄹ,1
ㅂㅅㅈㅅ,1
ㅅㅂㅂㅂㄴ,1
ㅂㅅㅅㅅ,1
ㅁㅊㅂㅅㄴ,1
ㅅㅂㅈㅅ,1
ㅂㅅㅈㅈㄴ,1
ㅈㄹㅂㅈ,1
ㅅㅂㄴㅅ,1
ㅂㅅㅂㅅㅂ,1
ㅁㅊㅈㅅ,1
ㅅㅂㅅㅂㄴ,1
ㅂㅅㅈㅂㅂ,1
ㅈㄹㅂㅅㄴ,1
ㅅㅂㅈㅂㄴ,1
ㅂㅅㅅㅂㅂ,1
ㅁㅊㅂㅂㄴ,1
ㅅㅂㄹㅂㅅ,1
ㅂㅅㅈㅅㅂ,1
ㅈㄹㅅㅅㅅ,1
ㅅㅂㅂㅈㅈ,1
ㅂㅅㅅㅅㅅ,1
ㅁㅊㅈㅈㅈ,1
ㅅㅂㅂㄹㅂ,1
ㅂㅅㅂㅂㅂ,1
ㅈㄹㅈㅂㅅ,1
ㅅㅂㅅㅅㅅ,1
ㅂㅅㅈㅈㅈ,1
ㅁㅊㅂㅂㅂ,1
ㅅㅂㄴㄴㄴ,1
ㅅㅂㅂㅈㅂ,1
ㅁㅊㅈㅈㅂ,1
ㅅㅂㅂㄹㅅ,1
